Response Identifier,StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,S1_live_work_1,S1_live_work_2,S1_live_work_3,S1_live_work_4,S1_live_work_5,S2_race_ethnicity_1,S2_race_ethnicity_2,S2_race_ethnicity_3,S2_race_ethnicity_4,S2_race_ethnicity_5,S2_race_ethnicity_6,S2_race_ethnicity_7,S2_race_ethnicity_7_TEXT,S3_18age,Q77,Q1_no_of_jobs,Q2_sector_precovid_1,Q2_sector_precovid_2,Q2_sector_precovid_3,Q2_sector_precovid_4,Q2_sector_precovid_5,Q2_sector_precovid_6,Q2_sector_precovid_7,Q2_sector_precovid_8,Q2_sector_precovid_9,Q2_sector_precovid_10,Q2_sector_precovid_9_TEXT,Q2_sector_precovid_10_TEXT,Q3_discrimination,Q4_laidoff,Q5_laidoff_prejudice,Q6_return_to_work_op,Q7_otherjobs,Q8_get_other_job,Q9_current_sector_1,Q9_current_sector_2,Q9_current_sector_3,Q9_current_sector_4,Q9_current_sector_5,Q9_current_sector_6,Q9_current_sector_7,Q9_current_sector_8,Q9_current_sector_9,Q9_current_sector_10,Q9_current_sector_9_TEXT,Q9_current_sector_10_TEXT,Q10_work_status,Q11_hours_change,Q12_conditions_chang,Q13_employer_offers_1,Q13_employer_offers_2,Q13_employer_offers_3,Q13_employer_offers_4,Q13_employer_offers_5,Q13_employer_offers_6,Q13_employer_offers_7,Q13_employer_offers_8,Q13_employer_offers_9,Q13_employer_offers_10,Q13_employer_offers_11,Q13_employer_offers_12,Q13_employer_offers_13,Q13_employer_offers_14,Q13_employer_offers_14_TEXT,Q14_work_location,Q15_remote_accom,Q16_onsite_safety,Q17_worker_laws_1,Q17_worker_laws_2,Q17_worker_laws_3,Q17_worker_laws_4,Q17_worker_laws_5,Q17_worker_laws_6,Q17_worker_laws_7,Q17_worker_laws_8,Q17_worker_laws_9,Q18_UI_applied,Q19_UI_applied_yes,Q20_UI_applied_no_1,Q20_UI_applied_no_2,Q20_UI_applied_no_3,Q20_UI_applied_no_4,Q21_looking_for_opps_1,Q21_looking_for_opps_2,Q21_looking_for_opps_3,Q21_looking_for_opps_4,Q21_looking_for_opps_5,Q21_looking_for_opps_4_TEXT,Q22_covid_testing,Q22_covid_testing_7_TEXT,Q23_poscovid_cowork,Q23_poscovid_cowork_1_TEXT,Q24_vaccine,Q25_no_vaccine_yet_1,Q25_no_vaccine_yet_2,Q25_no_vaccine_yet_3,Q25_no_vaccine_yet_4,Q25_no_vaccine_yet_5,Q26_respect,Q26_respect_2_TEXT,Q27_homerole_changes_1,Q27_homerole_changes_2,Q27_homerole_changes_3,Q27_homerole_changes_4,Q27_homerole_changes_5,Q27_homerole_changes_6,Q27_homerole_changes_7,Q27_homerole_changes_6_TEXT,Q28_housing_challeng,Q29_food_needs_met,Q30_financial_aid_1,Q30_financial_aid_2,Q30_financial_aid_3,Q30_financial_aid_4,Q30_financial_aid_5,Q30_financial_aid_6,Q30_financial_aid_5_TEXT,Q31_federal_stimulus,Q31_federal_stimulus_4_TEXT,Q32_stress_level_1,Q34_year_born,Q35_zipcode,Q36_gender_1,Q36_gender_2,Q36_gender_3,Q36_gender_4,Q36_gender_5,Q36_gender_6,Q36_gender_5_TEXT,Q37_kids_at_home,Q37_kids_at_home_1_TEXT,Q38_income,Validity,Five_min_flag,Ten_min_flag,Not_in_CA_Flag,Flag_Qualtrics_Bot,Flag_Qualtrics_Duplicate,Flag_Qualtrics_Fraud,Duplicate_IP,InDupGrp
1252,6/30/21 18:55,6/30/21 19:40,0,100,2721,1,6/30/21 19:40,EN,0.699999988, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,1, ,1, , ,1, , , , , , , , , , , ,2,4, ,1, , , , ,1,1,1,1,1,1, , , , ,2, ,1,1,1,1,1,1,1,1,1,1,2, , , , ,1, , , , ,1, ,4, , , ,2, , , , , , , , , , , ,1,1, ,husband decided to leave,2,1,1, , , , , , , , ,5,1961,93534, ,1, , , , , ,2, ,4,1, , , , , , ,37,
1253,6/30/21 19:37,6/30/21 19:44,0,100,451,1,6/30/21 19:44,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,1,4, , , , ,1, , , , , , , , , , , ,1,1,1, ,1,1, , , , , , , , , , , , ,1,2, ,1, , , , , , , ,1,2, , , ,1, , , , ,1, , ,2, ,1,1,3, , , ,1, ,2, ,1,1, , ,1, , , ,2,1,1, , , , , , , , ,5,1991,90706, ,1, , , , , ,1,2,5,1, ,1, , , , ,0,
1254,6/30/21 19:42,6/30/21 19:49,0,100,419,1,6/30/21 19:49,EN,0.699999988, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,1, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,1,1,1,1, , ,4, , , ,2, , , , , , , ,1,1, , ,1, , , ,2,1,1, , , , , , , , ,5,1984,90810, ,1, , , ,1, ,1,3,3,1, ,1, , , , ,0,
1255,6/30/21 18:56,6/30/21 19:56,0,100,3621,1,6/30/21 19:56,EN,0.699999988, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,LAW,1,3,2,1, , , , , , , , , , , ,1, ,LAW,3,4, ,1, , , , , ,1,1,1,1,1, , , , ,2, ,2,1,1,1,1,1,1,1,1,1,1,4, , , , ,1, , , , , ,2, , , ,3, , , ,1, , , , ,1, , ,1, , , ,2,1,1, ,1, , , , , , ,3,1970,90011, ,1, , , , , ,2, ,3,1, , , , , , ,38,
1256,6/30/21 19:52,6/30/21 19:58,0,100,323,1,6/30/21 19:58,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , ,1,1,1,1,1,1, , ,1, , ,1,1,1, , , , ,1,2, ,1,1, , , , , , ,1,2, , , ,1, ,1, , , , , ,2, ,1,4,2, , , , , ,1, ,1,1, , , , , , , ,1,1,1, , , , , , , ,4,1995,90804, ,1, , , , , ,2, ,4,1, ,1, , , , ,2,
1257,6/30/21 19:56,6/30/21 20:03,0,100,417,1,6/30/21 20:03,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3,1, , , , ,1, , , , , , ,1,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , ,1, , , ,1,1, , , , ,1, , , , , ,6, , , ,3, , , ,1, , , , , , , ,1, , , ,1,1, , , , , ,1, ,4, ,5,1991,90807, ,1, , , , , ,1,2,2,1, ,1, , , , ,0,
1258,6/30/21 19:58,6/30/21 20:06,0,100,452,1,6/30/21 20:06,EN,0.699999988, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2,1, ,2, ,1,1, , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , , , ,2, ,2, , , , , ,1, , ,1,2, , , ,1, ,1, , , , , ,4, ,1,2,1, , , , , ,2, , ,1, , ,1, , , ,2,3,1, , , , , , , , ,4,1979,90804, ,1, , , , , ,1,1,2,1, ,1, , , , ,0,
1259,6/30/21 19:57,6/30/21 20:09,0,100,735,1,6/30/21 20:09,EN,0.699999988, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , ,1, ,Realtor, ,2,4, , , , , , , , , , , , ,1, ,Realtor, ,2,2,1, , , , , , , , , , , , ,1,1,I provided what myself or client needed to be compliant,1,1, , , , , , , , , , ,1,1, , , , , , , , ,1, ,3, ,2, ,2, , , , , ,1, ,1,1, , , , , , ,2,1,1, , , , , , , , ,3,1971,90706, ,1, , , , , ,1,2,5,1, , , , , , ,0,
1260,6/30/21 19:59,6/30/21 20:11,0,100,705,1,6/30/21 20:11,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,4, , ,1, , , , , ,1, ,Hair dresser, ,2,1, ,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2, , , , ,1,1,1,1, , ,2, ,1,5,3, , , ,1, ,2, ,1,1, , ,1, , , ,2,3, , , , , ,1, ,4,I haven't filed 2020,5,1984,90805, , ,1, , , , ,1,2,1,1, , , , , , ,0,
1261,6/30/21 18:54,6/30/21 20:15,0,100,4848,1,6/30/21 20:15,EN,0.699999988, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , ,1, ,Childcare,2,4, , , , , , , , , , , , , ,1, ,child care,2,2,1,1, , , , ,1,1,1,1,1,1, , , , ,2, ,2,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1, ,4, ,1,a few,3, , , ,1, ,1, ,1,1,1,1,1, , , ,1,1,1, , , , ,1, , , ,5,1980,90044, ,1, , , , , ,1,2,4,1, , , , , , ,39,
1262,6/30/21 18:53,6/30/21 20:27,0,93,5589,0,7/1/21 0:27,EN,0.699999988, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2,4, , , , , , , , ,1, , , , , , , ,2,2,1,1, , , , , , , , , , , , ,1,wasn't going on-site,1,2, ,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1, ,2, ,2, ,2, , , , , ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,4,1988,90059, ,1, , , , , ,2, ,4,1, , , , , , ,40,
1263,6/30/21 20:35,6/30/21 20:41,0,100,367,1,6/30/21 20:41,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Human Resources,1,1,1,1, , , , , , , , , , , ,1, ,Human real lurched,1,4,1, , , , , , , , , , , , ,1, , ,1,2, ,1,1, , , , , , , ,1,1, , , , ,1, , , , , ,2, , , ,2, , , , , , , ,1,1, , , , , , ,1,2,1, , , , , , , , ,5,1981,90706, ,1, , , , , ,1,1,4,1, ,1, , , , ,0,
1264,6/30/21 20:38,6/30/21 20:42,0,100,263,1,6/30/21 20:42,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3, , , , ,1, , , , , , , ,2,4, , , , , , , , ,1, , , , , , , ,2,4,1, , , , , , , , , , , , ,1, , ,1,2, , , , , , , , , , ,2, , , ,1, ,1, , ,1, , ,2, , , ,2, , , , , ,1, ,1,1,1, ,1, , , ,1,3,1, , , , , , , , ,5,1990,90712, ,1, , , , , ,1,2,3,1,1,1, , , , ,1,
1265,6/30/21 20:39,6/30/21 20:52,0,100,789,1,6/30/21 20:52,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,4, , , , ,1, , , , , , , , , , , ,1,3,1,1,1, , , ,1,1,1,1,1,1, , , , ,2, ,1, , ,1, , , , , , ,2, , , , , , , , , ,1, ,4, ,1,I don't have an exact number,3, , , , , ,1, ,1,1, , , ,1, ,Homeschooling,2,1,1, , , , , , , , ,5,1979,90047, ,1, , , , , ,1,3,9,1, , , , , , ,0,
1266,6/30/21 21:12,6/30/21 21:17,0,100,308,1,6/30/21 21:17,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3, , , , ,1, , , , , , , ,2,3, ,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1,1, , , , ,1, , , , , ,2, ,1,2,2, , , , , ,1, , , , , ,1, , , ,1,1,1, , , , , , , , ,3,1977,90805, ,1, , , , , ,1,1,3,1, ,1, , , , ,0,
1267,6/30/21 21:28,6/30/21 21:35,0,100,399,1,6/30/21 21:35,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,4, , , , , , , , , , , , , , , , ,1,3, ,1,1,1,1, ,1,1,1,1,1,1, , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2, , , , ,1,1, , , , , ,1, ,1,Don't know,3, , , ,1, ,1, , , , ,1,1, , , ,2,1,1, , , , , , , , ,5,1977,93550, ,1, , , , , ,2, ,6,1, ,1, , , , ,0,
1268,6/30/21 21:30,6/30/21 21:42,0,100,714,1,6/30/21 21:42,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , , , , ,1,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , ,1, , ,1,1,1, , , , , , , ,1, , ,2, , , ,2, , , , , , , , , , , , ,1, , ,1,1, ,1, , , , , ,4,Filed for my 2019 taxes and which have not been processed by the IRS. No explanation why.,5,1978,91767, ,1, , , , , ,2, ,4,1, , , , , , ,0,
1269,6/30/21 21:38,6/30/21 21:47,0,100,548,1,6/30/21 21:47,EN,0.9,,0,0,4-Oct-1582 00:00:00,1,1,,,,,,,1,,,,,,1,,2,,,,,1,,,,,,,,1,4,,,,,,,,,1,,,,,,,,1,1,1,,,,,,1,1,1,,,,,,,,1,2,,,,1,,,,,,,2,,,,1,,1,,,,,,2,,1,4,2,,,,,,2,It has been a situation where the current leadership is Latino and all promotions and accolades are given to them,1,1,,,1,,,,2,1,,,,,,1,,1,,5,1972,90805,,1,,,,,,1,1,5,1,,1,,,,,0,
1270,6/30/21 21:26,6/30/21 21:49,0,100,1389,1,6/30/21 21:49,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Law enforcement,2,4, , , , , , , , , , , , , ,1, ,Law enforcement,1,3,1,1,1,1, , ,1,1,1,1,1,1, , , , ,2, ,1,1,1,1,1,1,1,1,1,1,2, , , ,1, , , , , ,1, ,1, ,1,20,3, , , ,1,1,1, , ,1, ,1,1, , , ,2,1,1, , , , , , , , ,5,1977,90706, ,1, , , , , ,1,2,9,1, , , , , , ,0,
1271,6/30/21 21:36,6/30/21 22:23,0,100,2774,1,6/30/21 22:23,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Law enforcement,2,4, , , , , , , , , , , , , ,1, ,Law enforcement,1,3,1, ,1, , , ,1,1,1,1, ,1, , , , ,2, ,1,1,1,1, , ,1, , ,1,2, , , ,1, , , , , ,1, ,2, ,1,50,3, , , ,1, ,1, ,1,1,1,1,1, , , ,1,3,1, , , , , , , , ,5,1979,92801, ,1, , , , , ,1,1,6,1, , , , , , ,0,
1272,6/30/21 22:32,6/30/21 22:52,0,100,1192,1,6/30/21 22:52,EN,1, ,0,0,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1, ,3, , , , ,1, , , , , , , ,2,4, , , , , , , , ,1, , , , , , , ,1,3,1,1,1, ,1,1,1,1,1,1, ,1, , , , ,2, ,2,1, , , , ,1, ,1,1,2, , , , ,1, , , , ,1, ,2, ,1,5,2, , , , , ,1, , ,1, , ,1, , , ,2,1, , , , , ,1, ,4,Not eligible,3,1965,92508, ,1, , , , , ,2, ,8,1, , , , , , ,0,
1273,6/30/21 23:09,6/30/21 23:16,0,100,416,1,6/30/21 23:16,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2,4, , , , , , , , , , , , , ,1, ,Not working,4,2,1, , , , , , , , , , , ,1, , , ,2, ,1, , , , , , , , , ,1,2, , , , ,1, , , , , ,4, ,2, ,3, , , ,1, ,1, ,1,1, , ,1, , , ,1,1,1, , , , , , , , ,4,1977,90804, ,1, , , , , ,1,2,2,1, ,1, , , , ,1,
1274,6/30/21 23:21,6/30/21 23:41,0,100,1229,1,6/30/21 23:41,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2,4, , , , , , , , ,1, , , , , , , ,1,3,1, ,1,1, , , , ,1,1, ,1, , , , ,2, ,2,1, , , , , , , , ,2, , , ,1,1, , , , ,1, ,1, ,1,I'm not sure.,2, , , , , ,1, ,1,1, , ,1, , , ,2,1,1, , , , , , , , ,4,1975,90802, ,1, , , , , ,1,2,6,1, , , , , , ,0,
1275,6/30/21 23:37,6/30/21 23:47,0,100,578,1,6/30/21 23:47,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,1,3,2,1, , ,1, , , , , , , , , , , ,2,2,1,1, , , , , , , , , , , , , , ,2, ,1, , , , , , , , , ,1,1, , , , , , , , ,1, ,4, , , ,2, , , , , , , , , , , , , , , ,1,3,1, , , , , , , , ,5,1960,90805, ,1, , , , , ,1,1,4,1, ,1, , , , ,0,
1276,6/30/21 23:35,6/30/21 23:52,0,100,995,1,6/30/21 23:52,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3,1, , , , , , , , , , , ,2,4, , , , ,1, , , , , , , , , , , ,4,2,1,1,1,1, , ,1, , ,1, ,1, , , , ,2, ,1, , , , , , , , , ,1,5, , , , , , , ,1, ,Nursing,2, ,2, ,3, , , ,1, ,2,My employer seems to be a little bit on the sexist and racist side I once was at a job site and my male supervisor said that they were unable to pay us per patient and started paying us per hour and then hired a male Filipino to take over a co-worker of Mines position and paid him per patient and gave him all of the hours that they claimed we would not be able to be paid for,1,1,1, ,1, , , ,1,3,1, , , , , , , , ,5,1984,90805, ,1, , , , , ,1,1,3,1, , , , , , ,0,
1277,6/30/21 23:49,6/30/21 23:59,0,100,638,1,6/30/21 23:59,EN,0.899999976,TRUE,90,0,7/1/21 5:48,1,1, , , , , , ,1, , , , , ,1, ,2, , , ,1, , , , , , , , ,1,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , ,1, ,1,1,1,3, , , , ,1, , ,1, ,any sector,2, , , ,3, , , ,1, , , ,1,1, ,1,1,1, ,emotionally draining,2,3, , ,1,1, , , ,2, ,5,1988,90807, ,1, , , , , ,1,1,3,1, , , , ,1, ,3,
1278,7/1/21 0:38,7/1/21 0:53,0,100,924,1,7/1/21 0:53,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,4, , , , ,1, , , ,1, ,Training Athletes, ,1,4, , , , , , , , ,1, , , , , , , ,1,3,1, ,1, , , ,1, ,1,1, ,1, , , , ,2, ,1,1, , , , , , , , ,2, , , ,1, ,1, , , , , ,2, ,1,20,3, , , ,1, ,2,"No, I am and have been treated the same. As a black man in America. COVID or no COVID.",1,1,1,1,1, , , ,2,1,1,1, , , , , , , ,5,1988,90814,1, , , , , , ,1,3,6,1, , , , , , ,0,
1279,7/1/21 7:15,7/1/21 7:24,0,100,497,1,7/1/21 7:24,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1,1, , , , ,1, ,3, , ,1,1, , , , , , , , ,2,3, ,1,1, , , ,1,1, , , , , , , , ,1,3,2, , , , , , , , , , , , ,1, , ,2, ,1,1,1,1, ,1,1, ,1, ,2, , , ,1, , , , , ,1, ,5, ,1,Unknown job didn't notify,2, , , , , ,1, ,1,1,1,1,1, , , ,2,3,1, ,1, , , , , , ,3,1977,90805, ,1, , , , , ,1,2,4,1, ,1, , , , ,0,
1280,7/1/21 8:57,7/1/21 9:04,0,100,414,1,7/1/21 9:04,EN,0.800000012, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2,4, , , , , , , , ,1, , , , , , , ,1,3,1,1,1,1, , ,1, ,1, , , , , , , ,1,2, ,1,1,1, , , , , , ,2, , , ,1, , , , , ,1, ,2, ,1,10+,2, , , , , ,1, ,1, , , ,1, , , ,1,2, , , , , ,1, ,4,Na,5,1972,90808, ,1, , , , , ,1,4,5,1, ,1, , , , ,0,
1281,7/1/21 11:26,7/1/21 11:35,0,100,555,1,7/1/21 11:35,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,1,3,2,1, , ,1, , , , , , , , , , , ,1,1,1,1,1,1, , ,1, , , , ,1, , , , ,2, ,1,1,1,1, , ,1, ,1,1,1,4, , , , ,1, , , , , ,1, , , ,2, , , , , , , ,1,1,1,1,1, , , ,1,2,1, , , , , , , , ,5,1989,90815, ,1, , , , , ,1,3,4,1, ,1, , , , ,0,
1282,7/1/21 11:26,7/1/21 11:36,0,100,619,1,7/1/21 11:36,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3, , , ,1, , , , , , , , ,2,3, ,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , ,1, ,1, , , , , ,4, ,1,25,1, , , , , ,1, ,1, ,1,1,1, , , ,1,2,1, , , , , , , , ,5,1980,90804, ,1, , , , , ,1,4,4,1, , , , , , ,0,
1283,7/1/21 11:27,7/1/21 11:45,0,100,1054,1,7/1/21 11:45,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2,4, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , ,1,1, , ,1,1, , ,1, , ,1,2, , , , ,1, , , ,1, ,"Surveys, etc. from home",1, ,2, ,2, , , , , ,1, , , , , , , ,1, ,2,1,1, , , , ,1, , , ,3,1953,90043, ,1, , , , , ,2, ,5,1, , , , , , ,0,
1284,7/1/21 14:05,7/1/21 14:10,0,100,307,1,7/1/21 14:10,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , ,1, , , , , , ,2,4, , , , , , , ,1, ,1, , , , , , ,2,2,2, , , , , ,1,1,1,1,1,1, , , , ,2, ,2,1,1, , , , , , , ,2, , , ,1, , , , , ,1, ,1, , , ,3, , , , , ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,5,1991,90805, ,1, , , , , ,2, , ,1, ,1, , , , ,0,
1285,7/1/21 16:32,7/1/21 16:37,0,100,283,1,7/1/21 16:37,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,4, , , , ,1, , , , , , , , , , , ,1,3,2,1, , ,1, ,1,1,1,1,1,1, , , , ,2, ,2, , , , , ,1, ,1,1,2, , , , ,1,1, , , , , ,1, ,2, ,2, , , , , ,1, , , , , , , ,1, ,2,1,1,1, , , , , , , ,3,1988,90746, ,1, , , , , ,2, ,5,1,1,1, , , , ,0,
1286,7/1/21 16:27,7/1/21 16:56,0,100,1717,1,7/1/21 16:56,EN,1,TRUE,90,5,6/15/21 0:28,1, , ,1, , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1, ,3, , , ,3, , , , ,1, , , ,1, , ,1, , , ,2,1,1, , , , , , , , ,3,1979,92570, ,1, , , , , ,1,2,3,1, , , , ,1, ,41,
1287,7/1/21 16:24,7/1/21 17:07,0,100,2577,1,7/1/21 17:07,EN,0.899999976,TRUE,90,5,6/15/21 0:28,1,1, , , , , , ,1, , , , , ,1, ,2, ,1, , , , , , , , , , ,2,3, ,1, , , ,1, , , , , , , , , , ,1,3,1,1, , , , ,1,1,1,1,1,1, , , , ,2, ,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1, ,2, , , ,2, , , , , , , , , , , ,1, , , ,2,1,1, , , , , , , , ,4,1981,90301, ,1, , , , , ,2, ,4,1, , , , ,1, ,42,
1288,7/1/21 16:24,7/1/21 17:31,0,100,3966,1,7/1/21 17:31,EN,0.899999976,TRUE,90,5,6/15/21 0:28,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2, , , , , , , , , ,1, , , , , , , ,1,3,2,1, , , , ,1,1,1,1,1,1, , , , ,2, ,1,1,1,1,1,1,1,1,1,1,2, , , , ,1, , , , ,1, ,1, , , ,3, , , , ,1, , ,1,1, , ,1, , , ,2,1,1, , , , , , , , ,2,1989,90001, ,1, , , , , ,1,3,4,1, , , , ,1, ,43,
1289,7/1/21 16:22,7/1/21 19:10,0,100,10047,1,7/1/21 19:10,EN,1,TRUE,90,5,6/15/21 0:28,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,1,4, , , , , , , , ,1, , , , , , , ,1,3,2, ,1, , , , , , , , , , , , , ,2, ,1,1,1,1,1,1,1,1,1,1,2, , , , ,1, , , , ,1, ,2, ,1, ,2, , , , , ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,2,1954,90008, ,1, , , , , ,2, ,5,1, , , , ,1, ,44,
1290,7/1/21 20:16,7/1/21 20:43,0,100,1614,1,7/1/21 20:43,EN,1, ,0,0,10/14/1582 0:00:00,1, , ,1, , ,1, ,1, , , , , ,1, ,4,1, , , , , , , , , , , ,2,4, , , , ,1, , , , , , , , , , , ,2,2,2,1,1, , , ,1,1,1,1, , , , , , ,1,2, ,1,1, , , ,1, , ,1,2, , , ,1, , , , , ,1, ,4, ,2, ,2, , , , , ,1, , ,1, , ,1, , , ,2,1,1, , , , , , , , ,4,1974,91752, ,1, , , , , ,2, ,4,1, , , , , , ,2,
1291,7/1/21 20:33,7/1/21 20:43,0,100,592,1,7/1/21 20:43,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3,1, , , , , , , , , , , ,2,4, , , , ,1, , , , , , , , , , , ,1,3,2, ,1,1, , , , , , , , , , , , ,1,2, ,1,1, , , ,1, , , ,2, , , , ,1,1, , , , , ,2, ,2, ,2, , , , , ,1, , ,1,1, ,1, , , ,2,1, , , , , ,1, , , ,5,1991,90047, ,1, , , , , ,2, ,4,1, ,1, , , , ,0,
1292,7/1/21 23:50,7/2/21 0:13,0,100,1345,1,7/2/21 0:13,EN,1, ,0,0,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1, ,2, , , , , , , , ,1,1, , ,2,4, , , , , , , , , , , , ,1, , , , , ,2, , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , ,2, , , , , , , , , , , ,1,1, ,1, , , , , ,1, , , , , , , , , , ,1961,92596, ,1, , , , , ,2, ,7,1, , , , , , ,0,
1293,7/2/21 21:00,7/2/21 21:10,0,100,594,1,7/2/21 21:10,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3,1,1, , , , , , , , , , ,1,1,1,2,1,1,1, , , , , , , , , , , ,1,4,1, ,1, , , , , , , , , , , , , ,2, ,1,1, , , , , , , , ,2, , , ,1, ,1, , , , , ,1, ,2, ,2, , , , , ,1, , , , , ,1, , , ,1,1,1, , , , , , , , ,5,1982,90717,1, , , , , , ,2, ,4,1, ,1, , , , ,0,
